test_type	sensitivity	specificity	target_group	event_rate_multiplier	proportion_multiplier	nns_closed_form	nnr_closed_form	true_beta	predicted_beta	bias_closed_form
Perfect (100%)	1	1	E	1	1	18189	3235	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1	1.1	16534	2941	-1.2039728043259361	-1.203972804325936	2.220446049250313e-16
Perfect (100%)	1	1	E	1	1.2	15155	2695	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1	1.3	13988	2488	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1	1.4	12987	2310	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1	1.5	12121	2156	-1.2039728043259361	-1.203972804325936	2.220446049250313e-16
Perfect (100%)	1	1	E	1	1.6	11362	2021	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1	1.7000000000000002	10693	1902	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1	1.8	10098	1796	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1	1.9	9566	1701	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1	2	9086	1616	-1.2039728043259361	-1.203972804325936	2.220446049250313e-16
Perfect (100%)	1	1	E	1.1	1	16534	2941	-1.2039728043259361	-1.203972804325936	2.220446049250313e-16
Perfect (100%)	1	1	E	1.1	1.1	15029	2673	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.1	1.2	13776	2450	-1.2039728043259361	-1.203972804325936	2.220446049250313e-16
Perfect (100%)	1	1	E	1.1	1.3	12715	2262	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.1	1.4	11805	2100	-1.2039728043259361	-1.203972804325936	2.220446049250313e-16
Perfect (100%)	1	1	E	1.1	1.5	11017	1960	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.1	1.6	10328	1837	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.1	1.7000000000000002	9719	1729	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.1	1.8	9178	1633	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.1	1.9	8695	1547	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.1	2	8259	1469	-1.2039728043259361	-1.203972804325936	2.220446049250313e-16
Perfect (100%)	1	1	E	1.2	1	15155	2695	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.2	1.1	13776	2450	-1.2039728043259361	-1.203972804325936	2.220446049250313e-16
Perfect (100%)	1	1	E	1.2	1.2	12626	2246	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.2	1.3	11654	2073	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.2	1.4	10820	1925	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.2	1.5	10098	1796	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.2	1.6	9466	1684	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.2	1.7000000000000002	8908	1585	-1.2039728043259361	-1.203972804325936	2.220446049250313e-16
Perfect (100%)	1	1	E	1.2	1.8	8412	1496	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.2	1.9	7969	1418	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.2	2	7570	1347	-1.2039728043259361	-1.203972804325936	2.220446049250313e-16
Perfect (100%)	1	1	E	1.3	1	13988	2488	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.3	1.1	12715	2262	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.3	1.2	11654	2073	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.3	1.3	10756	1913	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.3	1.4	9987	1776	-1.2039728043259361	-1.203972804325936	2.220446049250313e-16
Perfect (100%)	1	1	E	1.3	1.5	9320	1658	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.3	1.6	8736	1554	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.3	1.7000000000000002	8222	1463	-1.2039728043259361	-1.203972804325936	2.220446049250313e-16
Perfect (100%)	1	1	E	1.3	1.8	7764	1381	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.3	1.9	7355	1308	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.3	2	6986	1243	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.4	1	12987	2310	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.4	1.1	11805	2100	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.4	1.2	10820	1925	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.4	1.3	9987	1776	-1.2039728043259361	-1.203972804325936	2.220446049250313e-16
Perfect (100%)	1	1	E	1.4	1.4	9272	1649	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.4	1.5	8653	1539	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.4	1.6	8111	1443	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.4	1.7000000000000002	7633	1358	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.4	1.8	7209	1282	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.4	1.9	6828	1215	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.4	2	6486	1154	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.5	1	12121	2156	-1.2039728043259361	-1.203972804325936	2.220446049250313e-16
Perfect (100%)	1	1	E	1.5	1.1	11017	1960	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.5	1.2	10098	1796	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.5	1.3	9320	1658	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.5	1.4	8653	1539	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.5	1.5	8075	1436	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.5	1.6	7570	1347	-1.2039728043259361	-1.203972804325936	2.220446049250313e-16
Perfect (100%)	1	1	E	1.5	1.7000000000000002	7124	1267	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.5	1.8	6727	1197	-1.2039728043259361	-1.203972804325936	2.220446049250313e-16
Perfect (100%)	1	1	E	1.5	1.9	6372	1134	-1.2039728043259361	-1.203972804325936	2.220446049250313e-16
Perfect (100%)	1	1	E	1.5	2	6053	1077	-1.2039728043259361	-1.203972804325936	2.220446049250313e-16
Perfect (100%)	1	1	E	1.6	1	11362	2021	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.6	1.1	10328	1837	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.6	1.2	9466	1684	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.6	1.3	8736	1554	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.6	1.4	8111	1443	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.6	1.5	7570	1347	-1.2039728043259361	-1.203972804325936	2.220446049250313e-16
Perfect (100%)	1	1	E	1.6	1.6	7096	1262	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.6	1.7000000000000002	6678	1188	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.6	1.8	6306	1122	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.6	1.9	5973	1063	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.6	2	5674	1009	-1.2039728043259361	-1.203972804325936	2.220446049250313e-16
Perfect (100%)	1	1	E	1.7000000000000002	1	10693	1902	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.7000000000000002	1.1	9719	1729	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.7000000000000002	1.2	8908	1585	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.7000000000000002	1.3	8222	1463	-1.2039728043259361	-1.203972804325936	2.220446049250313e-16
Perfect (100%)	1	1	E	1.7000000000000002	1.4	7633	1358	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.7000000000000002	1.5	7124	1267	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.7000000000000002	1.6	6678	1188	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.7000000000000002	1.7000000000000002	6284	1118	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.7000000000000002	1.8	5934	1056	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.7000000000000002	1.9	5621	1000	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.7000000000000002	2	5340	950	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.8	1	10098	1796	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.8	1.1	9178	1633	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.8	1.2	8412	1496	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.8	1.3	7764	1381	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.8	1.4	7209	1282	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.8	1.5	6727	1197	-1.2039728043259361	-1.203972804325936	2.220446049250313e-16
Perfect (100%)	1	1	E	1.8	1.6	6306	1122	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.8	1.7000000000000002	5934	1056	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.8	1.8	5604	997	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.8	1.9	5308	944	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.8	2	5042	897	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.9	1	9566	1701	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.9	1.1	8695	1547	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.9	1.2	7969	1418	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.9	1.3	7355	1308	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.9	1.4	6828	1215	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.9	1.5	6372	1134	-1.2039728043259361	-1.203972804325936	2.220446049250313e-16
Perfect (100%)	1	1	E	1.9	1.6	5973	1063	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.9	1.7000000000000002	5621	1000	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.9	1.8	5308	944	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.9	1.9	5028	895	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	1.9	2	4776	850	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	2	1	9086	1616	-1.2039728043259361	-1.203972804325936	2.220446049250313e-16
Perfect (100%)	1	1	E	2	1.1	8259	1469	-1.2039728043259361	-1.203972804325936	2.220446049250313e-16
Perfect (100%)	1	1	E	2	1.2	7570	1347	-1.2039728043259361	-1.203972804325936	2.220446049250313e-16
Perfect (100%)	1	1	E	2	1.3	6986	1243	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	2	1.4	6486	1154	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	2	1.5	6053	1077	-1.2039728043259361	-1.203972804325936	2.220446049250313e-16
Perfect (100%)	1	1	E	2	1.6	5674	1009	-1.2039728043259361	-1.203972804325936	2.220446049250313e-16
Perfect (100%)	1	1	E	2	1.7000000000000002	5340	950	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	2	1.8	5042	897	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	2	1.9	4776	850	-1.2039728043259361	-1.2039728043259361	0
Perfect (100%)	1	1	E	2	2	4537	807	-1.2039728043259361	-1.2039728043259361	0
Near-Perfect	0.99	0.99	E	1	1	51539	9498	-1.2039728043259361	-0.4233230310057731	0.7806497733201629
Near-Perfect	0.99	0.99	E	1	1.1	43064	7936	-1.2039728043259361	-0.4544077765544583	0.7495650277714778
Near-Perfect	0.99	0.99	E	1	1.2	36752	6773	-1.2039728043259361	-0.48307478224897393	0.7208980220769622
Near-Perfect	0.99	0.99	E	1	1.3	31904	5880	-1.2039728043259361	-0.5096057935533557	0.6943670107725805
Near-Perfect	0.99	0.99	E	1	1.4	28084	5176	-1.2039728043259361	-0.5342390725568308	0.6697337317691053
Near-Perfect	0.99	0.99	E	1	1.5	25011	4609	-1.2039728043259361	-0.5571776797803644	0.6467951245455718
Near-Perfect	0.99	0.99	E	1	1.6	22495	4146	-1.2039728043259361	-0.5785958963533262	0.6253769079726099
Near-Perfect	0.99	0.99	E	1	1.7000000000000002	20403	3760	-1.2039728043259361	-0.5986442634501206	0.6053285408758156
Near-Perfect	0.99	0.99	E	1	1.8	18640	3435	-1.2039728043259361	-0.6174535794079175	0.5865192249180187
Near-Perfect	0.99	0.99	E	1	1.9	17137	3158	-1.2039728043259361	-0.6351381013021503	0.5688347030237858
Near-Perfect	0.99	0.99	E	1	2	15844	2920	-1.2039728043259361	-0.6517981323973533	0.5521746719285828
Near-Perfect	0.99	0.99	E	1.1	1	39810	7336	-1.2039728043259361	-0.46524627145575437	0.7387265328701818
Near-Perfect	0.99	0.99	E	1.1	1.1	33808	6231	-1.2039728043259361	-0.49528223911114244	0.7086905652147937
Near-Perfect	0.99	0.99	E	1.1	1.2	29238	5388	-1.2039728043259361	-0.522953440513129	0.6810193638128071
Near-Perfect	0.99	0.99	E	1.1	1.3	25663	4729	-1.2039728043259361	-0.5485376938768117	0.6554351104491244
Near-Perfect	0.99	0.99	E	1.1	1.4	22802	4202	-1.2039728043259361	-0.5722697127621237	0.6317030915638124
Near-Perfect	0.99	0.99	E	1.1	1.5	20471	3773	-1.2039728043259361	-0.5943493432968209	0.6096234610291152
Near-Perfect	0.99	0.99	E	1.1	1.6	18539	3417	-1.2039728043259361	-0.6149479479234624	0.5890248564024737
Near-Perfect	0.99	0.99	E	1.1	1.7000000000000002	16917	3118	-1.2039728043259361	-0.6342134115914222	0.5697593927345139
Near-Perfect	0.99	0.99	E	1.1	1.8	15539	2864	-1.2039728043259361	-0.6522741100167692	0.551698694309167
Near-Perfect	0.99	0.99	E	1.1	1.9	14354	2646	-1.2039728043259361	-0.6692420861258184	0.5347307182001177
Near-Perfect	0.99	0.99	E	1.1	2	13328	2456	-1.2039728043259361	-0.6852156155504736	0.5187571887754625
Near-Perfect	0.99	0.99	E	1.2	1	32056	5908	-1.2039728043259361	-0.5021923474385133	0.7017804568874229
Near-Perfect	0.99	0.99	E	1.2	1.1	27557	5079	-1.2039728043259361	-0.5312745037534281	0.672698300572508
Near-Perfect	0.99	0.99	E	1.2	1.2	24073	4436	-1.2039728043259361	-0.5580418252512125	0.6459309790747236
Near-Perfect	0.99	0.99	E	1.2	1.3	21309	3927	-1.2039728043259361	-0.5827682969138782	0.6212045074120579
Near-Perfect	0.99	0.99	E	1.2	1.4	19071	3515	-1.2039728043259361	-0.6056851814987914	0.5982876228271448
Near-Perfect	0.99	0.99	E	1.2	1.5	17228	3175	-1.2039728043259361	-0.6269892102237801	0.576983594102156
Near-Perfect	0.99	0.99	E	1.2	1.6	15687	2891	-1.2039728043259361	-0.6468489266110616	0.5571238777148745
Near-Perfect	0.99	0.99	E	1.2	1.7000000000000002	14383	2651	-1.2039728043259361	-0.6654096583330017	0.5385631459929344
Near-Perfect	0.99	0.99	E	1.2	1.8	13267	2445	-1.2039728043259361	-0.6827974558001508	0.5211753485257853
Near-Perfect	0.99	0.99	E	1.2	1.9	12303	2268	-1.2039728043259361	-0.6991222428815865	0.5048505614443496
Near-Perfect	0.99	0.99	E	1.2	2	11462	2113	-1.2039728043259361	-0.714480360025885	0.4894924443000511
Near-Perfect	0.99	0.99	E	1.3	1	27515	5071	-1.2039728043259361	-0.5271773348509793	0.6767954694749568
Near-Perfect	0.99	0.99	E	1.3	1.1	23800	4386	-1.2039728043259361	-0.5558306078180669	0.6481421965078692
Near-Perfect	0.99	0.99	E	1.3	1.2	20899	3852	-1.2039728043259361	-0.5821683927303067	0.6218044115956294
Near-Perfect	0.99	0.99	E	1.3	1.3	18581	3424	-1.2039728043259361	-0.6064681907060839	0.5975046136198522
Near-Perfect	0.99	0.99	E	1.3	1.4	16693	3076	-1.2039728043259361	-0.6289637758139637	0.5750090285119724
Near-Perfect	0.99	0.99	E	1.3	1.5	15129	2788	-1.2039728043259361	-0.649853654202831	0.5541191501231051
Near-Perfect	0.99	0.99	E	1.3	1.6	13817	2547	-1.2039728043259361	-0.6693076007377416	0.5346652035881945
Near-Perfect	0.99	0.99	E	1.3	1.7000000000000002	12701	2341	-1.2039728043259361	-0.6874717709506066	0.5165010333753295
Near-Perfect	0.99	0.99	E	1.3	1.8	11743	2164	-1.2039728043259361	-0.7044727425018007	0.4995000618241354
Near-Perfect	0.99	0.99	E	1.3	1.9	10912	2011	-1.2039728043259361	-0.7204207421195269	0.48355206220640923
Near-Perfect	0.99	0.99	E	1.3	2	10185	1877	-1.2039728043259361	-0.7354122456332787	0.46856055869265745
Near-Perfect	0.99	0.99	E	1.4	1	24948	4598	-1.2039728043259361	-0.54045375465357	0.6635190496723661
Near-Perfect	0.99	0.99	E	1.4	1.1	21608	3982	-1.2039728043259361	-0.5692203785806619	0.6347524257452742
Near-Perfect	0.99	0.99	E	1.4	1.2	18997	3501	-1.2039728043259361	-0.5956164957735491	0.608356308552387
Near-Perfect	0.99	0.99	E	1.4	1.3	16908	3116	-1.2039728043259361	-0.6199312386892077	0.5840415656367284
Near-Perfect	0.99	0.99	E	1.4	1.4	15205	2802	-1.2039728043259361	-0.6424074429874043	0.5615653613385319
Near-Perfect	0.99	0.99	E	1.4	1.5	13793	2542	-1.2039728043259361	-0.6632507371525048	0.5407220671734313
Near-Perfect	0.99	0.99	E	1.4	1.6	12607	2324	-1.2039728043259361	-0.6826365377296172	0.5213362665963189
Near-Perfect	0.99	0.99	E	1.4	1.7000000000000002	11597	2138	-1.2039728043259361	-0.7007154995364846	0.5032573047894515
Near-Perfect	0.99	0.99	E	1.4	1.8	10730	1978	-1.2039728043259361	-0.7176178097822706	0.4863549945436655
Near-Perfect	0.99	0.99	E	1.4	1.9	9977	1839	-1.2039728043259361	-0.7334566058837219	0.47051619844221426
Near-Perfect	0.99	0.99	E	1.4	2	9318	1717	-1.2039728043259361	-0.7483307212004204	0.4556420831255157
Near-Perfect	0.99	0.99	E	1.5	1	22795	4201	-1.2039728043259361	-0.552612656311257	0.6513601480146791
Near-Perfect	0.99	0.99	E	1.5	1.1	19767	3643	-1.2039728043259361	-0.5814611587396911	0.622511645586245
Near-Perfect	0.99	0.99	E	1.5	1.2	17397	3206	-1.2039728043259361	-0.6078908609908816	0.5960819433350545
Near-Perfect	0.99	0.99	E	1.5	1.3	15499	2857	-1.2039728043259361	-0.632201411859534	0.5717713924664021
Near-Perfect	0.99	0.99	E	1.5	1.4	13950	2571	-1.2039728043259361	-0.6546437939137628	0.5493290104121733
Near-Perfect	0.99	0.99	E	1.5	1.5	12665	2334	-1.2039728043259361	-0.6754300038149869	0.5285428005109493
Near-Perfect	0.99	0.99	E	1.5	1.6	11584	2135	-1.2039728043259361	-0.6947404749461602	0.5092323293797759
Near-Perfect	0.99	0.99	E	1.5	1.7000000000000002	10664	1966	-1.2039728043259361	-0.7127298413100103	0.49124296301592585
Near-Perfect	0.99	0.99	E	1.5	1.8	9872	1820	-1.2039728043259361	-0.7295314648581037	0.4744413394678324
Near-Perfect	0.99	0.99	E	1.5	1.9	9185	1693	-1.2039728043259361	-0.7452610287126652	0.4587117756132709
Near-Perfect	0.99	0.99	E	1.5	2	8582	1582	-1.2039728043259361	-0.7600194162278575	0.4439533880980786
Near-Perfect	0.99	0.99	E	1.6	1	20964	3864	-1.2039728043259361	-0.5638050981300518	0.6401677061958844
Near-Perfect	0.99	0.99	E	1.6	1.1	18200	3354	-1.2039728043259361	-0.5927107556474344	0.6112620486785018
Near-Perfect	0.99	0.99	E	1.6	1.2	16034	2955	-1.2039728043259361	-0.619155012282425	0.5848177920435111
Near-Perfect	0.99	0.99	E	1.6	1.3	14298	2635	-1.2039728043259361	-0.6434470547444001	0.560525749581536
Near-Perfect	0.99	0.99	E	1.6	1.4	12879	2374	-1.2039728043259361	-0.6658452157785224	0.5381275885474137
Near-Perfect	0.99	0.99	E	1.6	1.5	11701	2157	-1.2039728043259361	-0.686567207783289	0.5174055965426472
Near-Perfect	0.99	0.99	E	1.6	1.6	10710	1974	-1.2039728043259361	-0.7057979438487326	0.4981748604772035
Near-Perfect	0.99	0.99	E	1.6	1.7000000000000002	9865	1818	-1.2039728043259361	-0.7236955927526203	0.4802772115733158
Near-Perfect	0.99	0.99	E	1.6	1.8	9137	1684	-1.2039728043259361	-0.7403963217851728	0.46357648254076333
Near-Perfect	0.99	0.99	E	1.6	1.9	8505	1568	-1.2039728043259361	-0.7560180513959971	0.447954752929939
Near-Perfect	0.99	0.99	E	1.6	2	7951	1466	-1.2039728043259361	-0.7706634564784831	0.433309347847453
Near-Perfect	0.99	0.99	E	1.7000000000000002	1	19391	3574	-1.2039728043259361	-0.5741557435310043	0.6298170607949318
Near-Perfect	0.99	0.99	E	1.7000000000000002	1.1	16852	3106	-1.2039728043259361	-0.6030990019463134	0.6008738023796227
Near-Perfect	0.99	0.99	E	1.7000000000000002	1.2	14860	2739	-1.2039728043259361	-0.6295431080935487	0.5744296962323874
Near-Perfect	0.99	0.99	E	1.7000000000000002	1.3	13261	2444	-1.2039728043259361	-0.6538059255884765	0.5501668787374596
Near-Perfect	0.99	0.99	E	1.7000000000000002	1.4	11954	2203	-1.2039728043259361	-0.6761524409105032	0.5278203634154329
Near-Perfect	0.99	0.99	E	1.7000000000000002	1.5	10868	2003	-1.2039728043259361	-0.6968055154119961	0.50716728891394
